RUN_ID,CANONICAL_ID,CANONICAL_NAME,SOURCE_PATH,SIZE_BYTES_RECORDED,ROLE_SIGNALS,SELECTION_SOURCE,KNOWN_SHA256,HISTORICAL_STATUS,ACTUAL_SIZE_BYTES,DESTINATION_BUCKET,DESTINATION_PATH,PREFLIGHT_STATUS,BLOCK_REASON
RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\14_CONTROL_MATCH_AUDIT.csv,92090,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,92090,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\00_CONTROL\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\14_CONTROL_MATCH_AUDIT.csv,PASS,
RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\15_MISSING_CELLS.csv,10,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,10,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\00_CONTROL\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\15_MISSING_CELLS.csv,PASS,
RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\17_RAW_API_OBJECTS.jsonl.gz,349792,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,349792,08_PACKAGE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\08_PACKAGE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\17_RAW_API_OBJECTS.jsonl.gz,PASS,
RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\19_SOURCE_PROVENANCE.csv,5086,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,5086,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\00_CONTROL\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\19_SOURCE_PROVENANCE.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_FROZEN_RUNNER.py,57396,AUTHORITY|RUNNER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,57396,03_RUNNER,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\03_RUNNER\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_FROZEN_RUNNER.py,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_RUNNER_SHA256.txt,66,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,66,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_RUNNER_SHA256.txt,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\01_RAW_RESPONSES.jsonl,6839144,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,6839144,04_RAW,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\04_RAW\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\01_RAW_RESPONSES.jsonl,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\03_FROZEN_SPECIFICATION.json,3429,AUTHORITY|PROTOCOL,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,3429,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\03_FROZEN_SPECIFICATION.json,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\04_FROZEN_SPECIFICATION_SHA256.txt,66,AUTHORITY|PROTOCOL,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,66,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\04_FROZEN_SPECIFICATION_SHA256.txt,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\05_FROZEN_PROMPTS.csv,2206537,AUTHORITY,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,2206537,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\05_FROZEN_PROMPTS.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\06_RESPONSE_FEATURE_VECTOR.csv,2066327,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,2066327,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\06_RESPONSE_FEATURE_VECTOR.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\07_SEED_LEVEL_VECTOR.csv,299087,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,299087,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\07_SEED_LEVEL_VECTOR.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\08_CONDITION_RESULTS.csv,1765,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,1765,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\08_CONDITION_RESULTS.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\09_COORDINATE_CONTRASTS.csv,2283,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,2283,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\09_COORDINATE_CONTRASTS.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\10_SPLIT_REPLICATION.csv,975,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,975,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\10_SPLIT_REPLICATION.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\11_FINGERPRINT_CLASSIFIER.csv,198,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,198,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\11_FINGERPRINT_CLASSIFIER.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\12_HELDOUT_GENERALIZATION.csv,107,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,107,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\12_HELDOUT_GENERALIZATION.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\14_ABLATION_GRADIENT.csv,467,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,467,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\14_ABLATION_GRADIENT.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\15_MISSING_CELLS.csv,29,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,29,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\15_MISSING_CELLS.csv,PASS,
RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\16_FINAL_SUMMARY.json,20810,AUTHORITY|RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,20810,07_ADJUDICATION,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\07_ADJUDICATION\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\16_FINAL_SUMMARY.json,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\BLIND_SPLIT_COUNTS.csv,92,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,92,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\BLIND_SPLIT_COUNTS.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.json,1151,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,1151,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.json,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.txt,1180,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,1180,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_DEV_SUMMARY.txt,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_BEFORE_DEVELOPMENT_HOLDOUT.json,5462,AUTHORITY,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,5462,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_BEFORE_DEVELOPMENT_HOLDOUT.json,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_SHA256.txt,66,AUTHORITY,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,66,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\F1_FROZEN_SPEC_SHA256.txt,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\INPUT_SHA256_MANIFEST.csv,1075,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,1075,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\INPUT_SHA256_MANIFEST.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\OUTPUT_FILE_INDEX.csv,2088,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,2088,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\OUTPUT_FILE_INDEX.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\RESERVED_EXTERNAL_CONTROLS_NOT_READ.txt,196,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,196,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\RESERVED_EXTERNAL_CONTROLS_NOT_READ.txt,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\RUN_F1_DEV_LMARENA_BLIND_R1.py,49259,RUNNER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,49259,03_RUNNER,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\03_RUNNER\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\RUN_F1_DEV_LMARENA_BLIND_R1.py,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\RUN_SCRIPT_SHA256.txt,66,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,66,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\00_MANIFEST\RUN_SCRIPT_SHA256.txt,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\01_CALIBRATION\F1_CALIBRATION_FEATURE_IMPORTANCE.csv,576,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,576,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\01_CALIBRATION\F1_CALIBRATION_FEATURE_IMPORTANCE.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\01_CALIBRATION\F1_RELATIONAL_DEPENDENCE_CALIBRATION.csv,171,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,171,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\01_CALIBRATION\F1_RELATIONAL_DEPENDENCE_CALIBRATION.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_BLIND_FEATURE_RELATION_GRAPH_PREHOLDOUT.csv,3557,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,3557,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_BLIND_FEATURE_RELATION_GRAPH_PREHOLDOUT.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_BLIND_U_ASSIGNMENTS.csv,8866564,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,8866564,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_BLIND_U_ASSIGNMENTS.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_BLIND_U_ASSIGNMENTS.parquet,3940837,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,3940837,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_BLIND_U_ASSIGNMENTS.parquet,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_CLUSTER_MODEL_SELECTION.csv,970,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,970,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_CLUSTER_MODEL_SELECTION.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_PRIMARY_DERIVED_BLIND_FEATURE_MATRIX.parquet,3842834,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,3842834,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_PRIMARY_DERIVED_BLIND_FEATURE_MATRIX.parquet,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_U_CENTROIDS.csv,785,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,785,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\02_BLIND_DISCOVERY\F1_U_CENTROIDS.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\04_DEVELOPMENT_HOLDOUT\F1_BLIND_CLUSTER_METRICS.csv,359,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,359,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\04_DEVELOPMENT_HOLDOUT\F1_BLIND_CLUSTER_METRICS.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\04_DEVELOPMENT_HOLDOUT\F1_BLIND_GRAPH_STABILITY.csv,145,OTHER,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,145,00_CONTROL,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\00_CONTROL\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\04_DEVELOPMENT_HOLDOUT\F1_BLIND_GRAPH_STABILITY.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\04_DEVELOPMENT_HOLDOUT\F1_FEATURE_RELATION_GRAPH_HOLDOUT.csv,4577,RESULT,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,4577,05_OUTPUTS,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\05_OUTPUTS\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\04_DEVELOPMENT_HOLDOUT\F1_FEATURE_RELATION_GRAPH_HOLDOUT.csv,PASS,
RUN-004,CAN-F1-DEV-R1,F1 Development - LM Arena Blind R1,C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\05_POSTFREEZE_UNBLIND_AUDIT\F1_POSTFREEZE_CONFOUND_AUDIT.csv,1155,AUTHORITY,PHASE8F_DIRECT_RUN_AUTHORITY,,RUN_OR_DEVELOPMENT_RECORD,1155,09_FREEZE,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-004__F1_Development_LM_Arena_Blind_R1\09_FREEZE\SOURCE\Training data\F1_DEV_LMARENA_BLIND_R1\05_POSTFREEZE_UNBLIND_AUDIT\F1_POSTFREEZE_CONFOUND_AUDIT.csv,PASS,
