SEQUENCE_NO,RUN_ID,CANONICAL_ID,CANONICAL_NAME,HISTORICAL_STATUS,SELECTION_SOURCE,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,SIZE_BYTES,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR
135,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V9_REPRESENTATIONAL_TRANSPORT_OPERATOR\08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V9_REPRESENTATIONAL_TRANSPORT_OPERATOR\08_CONDITION_RESULTS.csv,05_OUTPUTS,1336,3e6d86c75c1b5bd588cd624ab6dd94056349f7e2ee262879f5de193b994b930a,3e6d86c75c1b5bd588cd624ab6dd94056349f7e2ee262879f5de193b994b930a,True,COPIED_AND_VERIFIED,
136,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V9_REPRESENTATIONAL_TRANSPORT_OPERATOR\13_TRANSPORT_EFFECT_VECTORS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\05_OUTPUTS\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V9_REPRESENTATIONAL_TRANSPORT_OPERATOR\13_TRANSPORT_EFFECT_VECTORS.csv,05_OUTPUTS,1967,bf1c9ab85ad957727b3f8ae2b45b053a5a4839bf2ac9135b5674f0953026bd66,bf1c9ab85ad957727b3f8ae2b45b053a5a4839bf2ac9135b5674f0953026bd66,True,COPIED_AND_VERIFIED,
137,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V9_REPRESENTATIONAL_TRANSPORT_OPERATOR\16_FINAL_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\07_ADJUDICATION\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V9_REPRESENTATIONAL_TRANSPORT_OPERATOR\16_FINAL_SUMMARY.json,07_ADJUDICATION,5091,d9e462c3b2960f10c80c7a8c363fd6f9d6281db1a4250be8003984f140dcb748,d9e462c3b2960f10c80c7a8c363fd6f9d6281db1a4250be8003984f140dcb748,True,COPIED_AND_VERIFIED,
138,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\RUN_V6_CLEAN.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\03_RUNNER\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\RUN_V6_CLEAN.py,03_RUNNER,62743,be65c23a9666ea0cbeee05532d8c4e89a1304230a2782e39ab6866c37977297d,be65c23a9666ea0cbeee05532d8c4e89a1304230a2782e39ab6866c37977297d,True,COPIED_AND_VERIFIED,
139,RUN-001,CAN-V6-CLEAN,V6 Clean - Confirmatory Fingerprint Replication,CONFIRMATORY_RUN,PHASE8F_R2_PRESERVATION_MODE,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\V6_CLEAN_PATCH_MANIFEST.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-001__V6_Clean_Confirmatory_Fingerprint_Replication\09_FREEZE\SOURCE\V6_CLEAN_CONFIRMATORY_BUILD\V6_CLEAN_PATCH_MANIFEST.json,09_FREEZE,1794,4cac828f11d4ccbffc4cac68f718ead9ceee58940eb8847a666369d8115f7418,4cac828f11d4ccbffc4cac68f718ead9ceee58940eb8847a666369d8115f7418,True,COPIED_AND_VERIFIED,
140,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\00_FROZEN_RUNNER.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\03_RUNNER\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\00_FROZEN_RUNNER.py,03_RUNNER,88547,15ccc15c98cb4c5ba496ae090d80a726a556e481469b922545dda38877991d11,15ccc15c98cb4c5ba496ae090d80a726a556e481469b922545dda38877991d11,True,COPIED_AND_VERIFIED,
141,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\00_RUNNER_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\09_FREEZE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\00_RUNNER_SHA256.txt,09_FREEZE,66,4adf47295e752cd4fccd78d92991c5bbd91ec6e59c9205e734dced5d0b16cc41,4adf47295e752cd4fccd78d92991c5bbd91ec6e59c9205e734dced5d0b16cc41,True,COPIED_AND_VERIFIED,
142,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\00A_VALID_TEXT_COMPLETENESS.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\09_FREEZE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\00A_VALID_TEXT_COMPLETENESS.json,09_FREEZE,122,00ca12c6496dd3e52e755d90f7b7554b4a1cd8dee9bb6d2af338ad39f5b077a0,00ca12c6496dd3e52e755d90f7b7554b4a1cd8dee9bb6d2af338ad39f5b077a0,True,COPIED_AND_VERIFIED,
143,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\01_RAW_RESPONSES.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\04_RAW\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\01_RAW_RESPONSES.jsonl,04_RAW,3082210,b71ac8c658a03d6dd3acd9ec132e465068ef55a051aa853c0ad5d236013624fe,b71ac8c658a03d6dd3acd9ec132e465068ef55a051aa853c0ad5d236013624fe,True,COPIED_AND_VERIFIED,
144,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\02_ERRORS.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\06_DIAGNOSTIC\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\02_ERRORS.jsonl,06_DIAGNOSTIC,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,COPIED_AND_VERIFIED,
145,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\03_FROZEN_SPECIFICATION.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\09_FREEZE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\03_FROZEN_SPECIFICATION.json,09_FREEZE,2047,76d5c1b2d207b3c47356f6240bc25e07984aa40c24ee1ec1056afd364843ff3c,76d5c1b2d207b3c47356f6240bc25e07984aa40c24ee1ec1056afd364843ff3c,True,COPIED_AND_VERIFIED,
146,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\04_FROZEN_SPECIFICATION_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\09_FREEZE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\04_FROZEN_SPECIFICATION_SHA256.txt,09_FREEZE,66,b658a124428cb739923ee60c880c4e1457edb025b72eb55e846afb59c9c3f75d,b658a124428cb739923ee60c880c4e1457edb025b72eb55e846afb59c9c3f75d,True,COPIED_AND_VERIFIED,
147,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\05_FROZEN_PROMPTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\09_FREEZE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\05_FROZEN_PROMPTS.csv,09_FREEZE,1652924,2cbf212706d331ce7aceccb33b3b63f6442706f23d96ca4229311c56782fd368,2cbf212706d331ce7aceccb33b3b63f6442706f23d96ca4229311c56782fd368,True,COPIED_AND_VERIFIED,
148,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\06_RESPONSE_GRAPH_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\05_OUTPUTS\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\06_RESPONSE_GRAPH_FEATURES.csv,05_OUTPUTS,623806,85d1b82cbd562e4b1205b9e6c58a3eedcb562fc0067dcb3b98c992e72f3a064f,85d1b82cbd562e4b1205b9e6c58a3eedcb562fc0067dcb3b98c992e72f3a064f,True,COPIED_AND_VERIFIED,
149,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\07_SEED_LEVEL_GRAPH_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\05_OUTPUTS\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\07_SEED_LEVEL_GRAPH_VECTOR.csv,05_OUTPUTS,241837,b522b200edfb6523abda257be3cec785e04787c951c606ca72c35938db02c457,b522b200edfb6523abda257be3cec785e04787c951c606ca72c35938db02c457,True,COPIED_AND_VERIFIED,
150,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\05_OUTPUTS\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\08_CONDITION_RESULTS.csv,05_OUTPUTS,8566,3e939e6627111227386f3ed10cf146a8b7f1d204d17934b603506fa9839fe86e,3e939e6627111227386f3ed10cf146a8b7f1d204d17934b603506fa9839fe86e,True,COPIED_AND_VERIFIED,
151,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\14_CONTROL_MATCH_AUDIT.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\00_CONTROL\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\14_CONTROL_MATCH_AUDIT.csv,00_CONTROL,92090,f48b557a82596cf59fe42c4c945f1d16584e8ad3f96711134d777b4e4adf8f6e,f48b557a82596cf59fe42c4c945f1d16584e8ad3f96711134d777b4e4adf8f6e,True,COPIED_AND_VERIFIED,
152,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\15_MISSING_CELLS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\00_CONTROL\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\15_MISSING_CELLS.csv,00_CONTROL,10,1f7ee56cbd0f220597f073c7d83cf8b778e1ae6e608603a4b0897a042265afb8,1f7ee56cbd0f220597f073c7d83cf8b778e1ae6e608603a4b0897a042265afb8,True,COPIED_AND_VERIFIED,
153,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\17_RAW_API_OBJECTS.jsonl.gz,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\08_PACKAGE\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\17_RAW_API_OBJECTS.jsonl.gz,08_PACKAGE,349792,02795d220b43d9a36ae29a7e49648338892123e34da92a661bdc8526712c7ff1,02795d220b43d9a36ae29a7e49648338892123e34da92a661bdc8526712c7ff1,True,COPIED_AND_VERIFIED,
154,RUN-002,CAN-V11-OPENAI-FINAL,V11 - OpenAI Relational Graph Fingerprint Final Historical Run,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\19_SOURCE_PROVENANCE.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-002__V11_OpenAI_Relational_Graph_Fingerprint_Final_Historical_Run\00_CONTROL\SOURCE\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\19_SOURCE_PROVENANCE.csv,00_CONTROL,5086,5339c993464dd18c9d764563128bc0cf0f1bb7528e3ac11a0580c5593ba415ac,5339c993464dd18c9d764563128bc0cf0f1bb7528e3ac11a0580c5593ba415ac,True,COPIED_AND_VERIFIED,
155,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_FROZEN_RUNNER.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\03_RUNNER\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_FROZEN_RUNNER.py,03_RUNNER,57396,41d0b77a31aab388f15e9a45a1160dd1e6f385e4305db2b6efa87174c8a795c9,41d0b77a31aab388f15e9a45a1160dd1e6f385e4305db2b6efa87174c8a795c9,True,COPIED_AND_VERIFIED,
156,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_RUNNER_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\00_RUNNER_SHA256.txt,09_FREEZE,66,a3a82cbf352c80dc838a9b46c03d880259798ef00afee114b768198d92ca50c4,a3a82cbf352c80dc838a9b46c03d880259798ef00afee114b768198d92ca50c4,True,COPIED_AND_VERIFIED,
157,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\01_RAW_RESPONSES.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\04_RAW\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\01_RAW_RESPONSES.jsonl,04_RAW,6839144,8171b1b5df37c686598509ec825abf30f7dcd5a11b475e908331b8e14f85274c,8171b1b5df37c686598509ec825abf30f7dcd5a11b475e908331b8e14f85274c,True,COPIED_AND_VERIFIED,
158,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\03_FROZEN_SPECIFICATION.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\03_FROZEN_SPECIFICATION.json,09_FREEZE,3429,b28a1a2f663f251a878e902ab9865a9062f8b0a491965eab3f9ce7f0218fe782,b28a1a2f663f251a878e902ab9865a9062f8b0a491965eab3f9ce7f0218fe782,True,COPIED_AND_VERIFIED,
159,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\04_FROZEN_SPECIFICATION_SHA256.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\04_FROZEN_SPECIFICATION_SHA256.txt,09_FREEZE,66,59597d3f073aaf9f3990e9077a6137ee145712beca846e8275f5c55f351b57a0,59597d3f073aaf9f3990e9077a6137ee145712beca846e8275f5c55f351b57a0,True,COPIED_AND_VERIFIED,
160,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\05_FROZEN_PROMPTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\09_FREEZE\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\05_FROZEN_PROMPTS.csv,09_FREEZE,2206537,99e8e13fe4a23ad5a2f2779a3d183c5332c0671e42d2f0e1f9965a0c231f854d,99e8e13fe4a23ad5a2f2779a3d183c5332c0671e42d2f0e1f9965a0c231f854d,True,COPIED_AND_VERIFIED,
161,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\06_RESPONSE_FEATURE_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\06_RESPONSE_FEATURE_VECTOR.csv,05_OUTPUTS,2066327,4eb1303330fb25bd78a085679767b25e122ad8919bff7fba26b8306223126ffe,4eb1303330fb25bd78a085679767b25e122ad8919bff7fba26b8306223126ffe,True,COPIED_AND_VERIFIED,
162,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\07_SEED_LEVEL_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\07_SEED_LEVEL_VECTOR.csv,05_OUTPUTS,299087,f5288e964385987d35585aa954bca4d198456c80763cf4d6706ca0b0f0ff160a,f5288e964385987d35585aa954bca4d198456c80763cf4d6706ca0b0f0ff160a,True,COPIED_AND_VERIFIED,
163,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\08_CONDITION_RESULTS.csv,05_OUTPUTS,1765,dd684ac645d094331875ad7c46a8aecf201593bfffd637ca545da6b284cfbb66,dd684ac645d094331875ad7c46a8aecf201593bfffd637ca545da6b284cfbb66,True,COPIED_AND_VERIFIED,
164,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\09_COORDINATE_CONTRASTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\05_OUTPUTS\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\09_COORDINATE_CONTRASTS.csv,05_OUTPUTS,2283,dd51c7949d63aa15f04a2669a2f56b1670af1462c6fa263675205a294746ec4a,dd51c7949d63aa15f04a2669a2f56b1670af1462c6fa263675205a294746ec4a,True,COPIED_AND_VERIFIED,
165,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\10_SPLIT_REPLICATION.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\10_SPLIT_REPLICATION.csv,00_CONTROL,975,7e9e0c62d8529c200b0513fd7a9ef264f6e93d7247faa5156bb2505e560ad7a2,7e9e0c62d8529c200b0513fd7a9ef264f6e93d7247faa5156bb2505e560ad7a2,True,COPIED_AND_VERIFIED,
166,RUN-003,CAN-V11-ORIGINAL,V11 - Original Structural Metric Branch,RUN_OR_DEVELOPMENT_RECORD,PHASE8F_DIRECT_RUN_AUTHORITY,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\11_FINGERPRINT_CLASSIFIER.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-003__V11_Original_Structural_Metric_Branch\00_CONTROL\SOURCE\V11_STRUCTURAL_METRIC_REPAIR\V6_ORIGINAL\11_FINGERPRINT_CLASSIFIER.csv,00_CONTROL,198,1ff35057b830be45f4bf809c4624607e1e4b7f5bfcc1994222a6c0bb96601b74,1ff35057b830be45f4bf809c4624607e1e4b7f5bfcc1994222a6c0bb96601b74,True,COPIED_AND_VERIFIED,
